age,description,has_education,has_family,kongzi_option,kongzi_career_points,kongzi_parents_points,kongzi_children_points,kongzi_health_points,kongzi_friends_points,laozi_option,laozi_career_points,laozi_parents_points,laozi_children_points,laozi_health_points,laozi_friends_points,mozi_option,mozi_career_points,mozi_parents_points,mozi_children_points,mozi_health_points,mozi_friends_points,shang_option,shang_career_points,shang_parents_points,shang_children_points,shang_health_points,shang_friends_points
50,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
50,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
50,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
50,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
60,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
60,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
60,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
60,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
70,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
70,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
70,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
70,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
80,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
80,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
80,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
80,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
90,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
90,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
90,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
90,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
10,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
10,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
10,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
10,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
20,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
20,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
20,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
20,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
30,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
30,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
30,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
30,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
40,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
40,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
40,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
40,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
50,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
50,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
50,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
50,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
60,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
60,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
60,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
60,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
70,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
70,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
70,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
70,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
80,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
80,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
80,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
80,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",No,No,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
90,"You notice a woman stealing a can of soup, and when you confront her afterward, she tells you she needs it to feed her family. What will you do?",Yes,Yes,"Guide her gently toward proper conduct, offering help while stressing the importance of maintaining social harmony.",0,0,1,1,1,Look the other way. Forcing rigid rules would only create more suffering.,0,0,0,1,2,Offer to pay for the can of soup. This benefits the woman's family as well as the storekeeper.,-1,0,0,0,2,"Regardless of intent, it's illegal to steal, and breaking laws undermines social order—I must report her to authorities.",0,0,0,1,-2
